Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Actual_Attrition,Predicted_Attrition,Attrition_Probability,Risk_Category,Actual_Attrition_Label,Predicted_Attrition_Label,SHAP_OverTime_Yes,SHAP_Age,SHAP_MonthlyIncome,SHAP_StockOptionLevel,SHAP_YearsWithCurrManager,SHAP_YearsAtCompany,SHAP_NumCompaniesWorked,SHAP_TotalWorkingYears,SHAP_DistanceFromHome,SHAP_EnvironmentSatisfaction
35,1,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7,1,0,0.28,Low Risk,Left,Predicted Stay,0.05830158726412264,0.005758243171708272,-0.012721087651382277,0.023487783276941628,-0.003095016219394893,-0.010748659809744368,-0.005187449503009703,-0.009759421068110896,0.010033829414226147,-0.015656408783086134
33,0,Travel_Rarely,832,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,2911,14776,1,No,13,3,3,1,2,2,2,2,2,0,2,0,0,0.095,Low Risk,Stayed,Predicted Stay,-0.03290764058680452,0.00975613459922215,-0.00044891766734963314,-0.020503618374114012,-0.00910315887080742,0.01799334718453906,-0.0076273647232528675,0.025662613021495417,-0.009075916313281595,-0.006725346869161513
44,0,Travel_Rarely,625,Research & Development,4,3,Medical,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5197,9,No,12,3,4,0,10,2,2,5,2,2,3,0,0,0.115,Low Risk,Stayed,Predicted Stay,-0.025374495527295267,-0.018210152164771218,-0.012311926918173413,0.0138269985622901,-0.009303064586820255,-0.007631792920938097,0.024421767727531005,0.002055226772649803,-0.009193697751866238,-0.01233174297898131
51,0,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,No,13,3,3,0,23,5,3,20,18,15,15,0,0,0.09,Low Risk,Stayed,Predicted Stay,-0.01965608776113413,-0.012010001849514538,-0.019562810408322095,0.011565822582222154,-0.00795089478481941,-0.008155411326297326,0.018318943103711263,-0.01645306823808369,-0.006010490614096397,0.017916933743376832
40,0,Non-Travel,218,Research & Development,8,1,Medical,4,Male,55,2,3,Research Director,2,Divorced,13757,25178,2,No,11,3,3,1,16,5,3,9,8,4,8,0,0,0.02,Low Risk,Stayed,Predicted Stay,-0.013653154877283668,-0.01560741893587874,-0.014717469350339343,-0.00985723673930579,-0.012767633497571752,-0.00416910719128964,-0.00770450939302009,-0.013487976274145694,-0.005114411986205596,-0.00919310795098454
39,0,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,Female,44,4,2,Human Resources,2,Married,6389,18767,9,No,15,3,3,1,12,3,1,8,3,3,6,0,0,0.1,Low Risk,Stayed,Predicted Stay,-0.013023392928130307,-0.013756363736392814,-0.010848869053502313,-0.020440340922771156,-0.008200616899462148,-0.004789678940958311,0.01922776871728729,-0.005074372345368374,-0.011555609733070469,-0.006766280663630369
48,1,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7,1,0,0.155,Low Risk,Left,Predicted Stay,0.03771594344691948,-0.03680716812784794,0.01967357306834401,-0.01612022553189945,-0.005858876211027564,-0.012184471495734215,-0.0026923214442990686,-0.015304404834737398,-0.005912536032376466,-0.00906544560075872
31,0,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3,0,0,0.24,Low Risk,Stayed,Predicted Stay,-0.025869364953659896,0.020643068671372476,-0.007221249324222754,0.03449674843054254,-0.003968736799811268,-0.008017293814787082,0.04200453472906702,0.0003048057825981232,-0.017615531562614136,-0.016523584028291224
37,0,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,0,0,0.105,Low Risk,Stayed,Predicted Stay,0.024915200308757903,-0.023351389878421287,-0.018654144083516257,-0.02391304483850945,0.02163789860635461,0.014252444821811422,-0.003313519538332912,-0.0002554671265193065,-0.001471677433789864,-0.016425269783126167
28,0,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0,0,0,0.465,Medium Risk,Stayed,Predicted Stay,-0.03662580241031037,0.049912863376625864,0.06243569834329719,0.030808903949234717,0.05301206041563773,0.05580829591050815,-0.00034900436835187063,0.05877597248922939,0.012166245159906169,-0.009313387496515588
19,1,Travel_Rarely,419,Sales,21,3,Other,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Yes,13,3,2,0,1,3,4,1,0,0,0,1,1,0.81,High Risk,Left,Predicted Leave,0.0615812394328168,0.07251030286241303,0.08824013055749362,0.018830716196789582,0.06706767028462308,0.08339466987659165,0.007987197056398826,0.08212250736916162,0.013381481579585852,-0.013659627815645763
37,0,Travel_Frequently,663,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,Yes,14,3,3,3,10,1,3,10,8,0,7,0,0,0.07,Low Risk,Stayed,Predicted Stay,0.030616230265140983,-0.018988719368599048,-0.013573439759204576,-0.010412619141793584,-0.005267920310175213,-0.00743118324542138,-0.011396875921418541,-0.0009564339898543039,0.00017663602449374593,0.001895970458776901
25,0,Travel_Rarely,266,Research & Development,1,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,2096,18830,1,No,18,3,4,0,2,3,2,2,2,2,1,0,0,0.275,Low Risk,Stayed,Predicted Stay,-0.03914489878640552,0.035453660101561583,0.026277862634308348,0.02575581721624303,0.01868966291122433,0.0330639465665854,-0.00602235385707445,0.03778040750157743,-0.02948427683819091,-0.01568806286616564
41,0,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,No,15,3,2,3,23,2,2,21,6,12,6,0,0,0.06,Low Risk,Stayed,Predicted Stay,-0.015086753341524855,-0.011977002277853898,-0.02483970612827079,-0.0125389160443342,-0.00649509746581316,-0.009032705783233723,-0.006347895035373767,-0.016054792686577456,0.0039326172836717885,-0.0029764664111348793
22,0,Non-Travel,1123,Research & Development,16,2,Medical,4,Male,96,4,1,Laboratory Technician,4,Divorced,2935,7324,1,Yes,13,3,2,2,1,2,2,1,0,0,0,0,1,0.515,Medium Risk,Stayed,Predicted Leave,0.06867035605872275,0.06304721871643892,0.034765205066357795,-0.03270934712391977,0.05449324377264702,0.04792608801001734,0.0037566130164213975,0.06300906743939322,0.017695614646237347,-0.01228702952968888
53,0,Travel_Rarely,102,Research & Development,23,4,Life Sciences,4,Female,72,3,4,Research Director,4,Single,14275,20206,6,No,18,3,3,0,33,0,3,12,9,3,8,0,0,0.06,Low Risk,Stayed,Predicted Stay,-0.019468324415706773,-0.01835344700540645,-0.022268189137735137,0.006914606857378658,-0.008728190880631245,-0.00437986479621486,0.007947325118595926,-0.020788928742431382,0.010583941271668208,-0.010896827295109688
50,0,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7,0,0,0.055,Low Risk,Stayed,Predicted Stay,0.023263421837768875,-0.02031754333946992,-0.021740649456023674,-0.01677421364759084,-0.004008039353661843,-0.005174843109036828,-0.008807947394061558,-0.023823568019754476,-0.007423513804405956,0.0010314935369910927
44,0,Non-Travel,381,Research & Development,24,3,Medical,1,Male,49,1,1,Laboratory Technician,3,Single,3708,2104,2,No,14,3,3,0,9,5,3,5,2,1,4,0,0,0.19,Low Risk,Stayed,Predicted Stay,-0.03055718066427289,-0.02140695345758786,0.005111953555438049,0.01625693726536383,-0.007350900012556849,-0.004713091601824999,-0.00909199125612986,-1.435415816558816e-05,0.024807119470701765,0.03119339822367692
43,0,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,0,0,0.12,Low Risk,Stayed,Predicted Stay,0.022411852533923592,-0.016374228790760698,-0.006504378367624213,-0.01783987148360211,-0.010219386264038803,-0.006870526145191889,-0.005544865980966734,-0.0010560419764738072,-0.014281397473929473,-0.007653450104037347
54,0,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,Female,67,3,2,Research Scientist,3,Married,2897,22474,3,No,11,3,3,2,9,6,2,4,3,2,3,0,0,0.065,Low Risk,Stayed,Predicted Stay,-0.020261231998797483,-0.014358905581314047,0.0023075230475501484,-0.016642686870902992,-0.006349895803427898,-0.004537513021514315,-0.007535136275164405,-0.0033587553938286873,-0.002188983637286128,0.018337413485833166
36,0,Travel_Rarely,216,Research & Development,6,2,Medical,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,No,20,4,4,2,7,0,3,3,2,0,1,0,0,0.12,Low Risk,Stayed,Predicted Stay,-0.016417671338222136,-0.012050521370458683,-0.009783445132286487,-0.008722938384439658,0.005049339781592153,-0.005719130595230127,0.02290862920062864,0.008247018454967473,-0.010280535741394488,-0.00275914864857441
46,0,Travel_Rarely,168,Sales,4,2,Marketing,4,Female,33,2,5,Manager,2,Married,18789,9946,2,No,14,3,3,1,26,2,3,11,4,0,8,0,0,0.075,Low Risk,Stayed,Predicted Stay,-0.01337723312343087,-0.00872176245381752,-0.020676733468376368,-0.008551975189450332,-0.007612088816827054,-0.007061230221256665,-0.004529496761633709,-0.014788392988873512,-0.007390788289756074,-0.008869893641920043
55,0,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,No,12,3,2,3,34,2,3,1,0,0,0,0,0,0.12,Low Risk,Stayed,Predicted Stay,-0.019677290876529696,-0.02402237621470249,-0.024808669550413925,-0.003277222875677808,0.01719549951017825,0.015315394286726586,0.017713861414465557,-0.017210958512055185,-0.008624002588553593,-0.010803329758914515
39,0,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,2,Female,32,3,3,Manufacturing Director,2,Single,8376,9150,4,No,18,3,4,0,9,3,3,2,0,2,2,0,0,0.1,Low Risk,Stayed,Predicted Stay,-0.024857882403121038,-0.018044657342788924,-0.008519222620388973,0.006352262002756106,-0.005710955978815946,0.022487847950640117,0.004074898997930632,0.0008420148349523515,-0.00819145025564012,-0.002107092343781005
21,1,Travel_Frequently,756,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2,1,1,0.555,Medium Risk,Left,Predicted Leave,0.07613145530406655,0.04209472541251444,0.052131627864503115,0.01721123749053504,-0.006814143583324039,0.006462404072460686,-0.0028077326124025604,0.026944760106862305,-0.02094424849091979,0.024003538682559337
43,0,Travel_Frequently,559,Research & Development,10,4,Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,No,11,3,2,1,9,3,4,9,7,0,0,0,0,0.115,Low Risk,Stayed,Predicted Stay,-0.01568051414398724,-0.020420236332104196,-0.01636168106289915,-0.009110079481636148,0.021867696470803822,-0.005861627043782391,-0.0041769029788474655,0.0002746844537341531,0.0015609993155680968,-0.010089328958147235
51,0,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0,0,0,0.07,Low Risk,Stayed,Predicted Stay,-0.022005220126811765,-0.035873585947374526,-0.013183194440475745,0.015259960321448034,0.014020315640709668,0.019280041471733966,-0.009889599608804929,-0.003276470022999547,-0.0124240278501793,0.00043664688360877334
31,0,Travel_Rarely,1398,Human Resources,8,2,Medical,4,Female,96,4,1,Human Resources,2,Single,2109,24609,9,No,18,3,4,0,8,3,3,3,2,0,2,0,0,0.17,Low Risk,Stayed,Predicted Stay,-0.04659368803797406,0.0172106536699971,0.022883953672394455,0.02174408200834705,-0.0037139302656419206,0.002295121453821594,0.023006102802658007,-0.001986666571679052,-0.0018652290501745483,-0.014503584075214349
33,0,Travel_Frequently,1392,Research & Development,3,4,Life Sciences,4,Female,56,3,1,Research Scientist,3,Married,2909,23159,1,Yes,11,3,3,0,8,3,3,8,7,3,0,0,0,0.29,Low Risk,Stayed,Predicted Stay,0.06833493332286707,0.015285135423594056,0.033459044127557715,0.021787036444675324,0.013742255768629547,-0.00955897360045583,-0.006053594858235556,0.006310075838603098,-0.009323813071441691,-0.013978770377261753
50,1,Travel_Rarely,869,Sales,3,2,Marketing,1,Male,86,2,1,Sales Representative,3,Married,2683,3810,1,Yes,14,3,3,0,3,2,3,3,2,0,2,1,0,0.24,Low Risk,Left,Predicted Stay,0.0504093741026918,-0.0360482413560726,0.0203930429698039,0.02219946798637011,-0.00841092886238357,0.0058377200725908554,-0.007417256464293587,0.012060054134492475,-0.020464936876705905,0.02333213924331403
45,0,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,17650,5404,3,No,13,3,2,1,26,4,4,9,3,1,1,0,0,0.045,Low Risk,Stayed,Predicted Stay,-0.011043293742288825,-0.017129257010719812,-0.020074321876131763,-0.009934935122726075,0.0036021230426331384,-0.0028765729301812827,-0.006199628461924931,-0.011140539461716798,0.0017132576029257507,-0.005698842042777414
33,0,Travel_Frequently,827,Research & Development,1,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Yes,13,3,1,1,6,2,3,6,5,1,2,0,0,0.1,Low Risk,Stayed,Predicted Stay,0.035316425064065696,0.0017012969155348401,-0.024815826030453535,-0.021040449190222715,-0.007114139543209603,-0.008125129882673719,-0.010026747854931272,0.011569283963931412,-0.01651255419189738,-0.004389305575841718
28,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9,1,0,0.135,Low Risk,Left,Predicted Stay,-0.030621506021279856,0.014068529968901657,-0.011239341703017089,0.01901163244313011,-0.01895799603575597,-0.015692909365218385,-0.007426906498385506,0.00035002532470798545,0.014994639253632158,-0.0037067423770440655
18,0,Travel_Rarely,812,Sales,10,3,Medical,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,No,12,3,1,0,0,2,3,0,0,0,0,0,1,0.665,Medium Risk,Stayed,Predicted Leave,-0.035462079435380926,0.06831325673329047,0.08680630620533122,0.022903955870278877,0.06346823965562408,0.07847471031233226,0.004024239439357302,0.08187888039825396,0.010312786947165477,-0.01696475478407592
35,0,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Yes,11,3,3,1,16,3,2,16,10,10,1,0,0,0.11,Low Risk,Stayed,Predicted Stay,0.026569201018937748,-0.00520598848571808,-0.008680100997178215,-0.02061677857252562,4.114177314932022e-05,-0.00988715372066281,-0.005539655486873016,-0.013515694481006903,0.020184036817506693,-0.011407314217121893
38,0,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,0,0,0.07,Low Risk,Stayed,Predicted Stay,-0.022236450974537546,-0.018919281069624958,0.0058347909648796305,-0.01493187821210796,-0.009791594945451152,0.005352183955291139,-0.003976576363756976,0.0014313209319720954,-0.009635700309795539,-0.008275598890808169
24,0,Travel_Rarely,823,Research & Development,17,2,Other,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,No,21,4,4,1,1,2,3,1,0,0,0,0,1,0.51,Medium Risk,Stayed,Predicted Leave,-0.037162018294029625,0.07046372930100006,0.0752647938029304,-0.010796570530675353,0.0724945117211621,0.06309385768463927,0.003581846427318851,0.07491882212375003,0.03021552862127237,-0.01620442773325294
35,0,Travel_Rarely,538,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,No,14,3,4,0,9,3,3,3,2,0,2,0,0,0.17,Low Risk,Stayed,Predicted Stay,-0.03260777231752399,-0.008573367611259073,0.0014322819144581445,0.00873352099216163,-0.0038891972723627075,-0.0029461037971145743,0.003284184774465757,0.0018652760782333644,0.026266610754232714,0.03233674780291722
33,0,Travel_Rarely,922,Research & Development,1,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,No,19,3,3,1,10,2,3,6,1,0,5,0,0,0.03,Low Risk,Stayed,Predicted Stay,-0.017691563868420416,0.004578513671779092,-0.018706829124439536,-0.013724482373875161,-0.006527166294283689,-0.007034619453279447,-0.0007786309348648501,-0.0013250739373893339,-0.015159881034019235,0.012892348496513932
37,0,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,No,15,3,1,0,8,3,2,4,3,0,1,0,0,0.115,Low Risk,Stayed,Predicted Stay,-0.017858023104486163,-0.020016795983883638,0.005087455588195553,0.014160178644758617,0.00397275067169403,-0.003786484472655047,-0.008764694592350679,0.0026740044130724528,-0.011715618737996465,-0.011873403114304893
36,0,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,No,11,3,2,0,15,2,2,14,8,7,8,0,0,0.09,Low Risk,Stayed,Predicted Stay,-0.016044660999100416,-0.01649217948128296,-0.006782784184608772,0.019979630324414757,-0.006942612848631882,-0.004976181528436427,-0.012725013636334097,-0.011531839049780501,0.0039865531082250525,-0.011956638276790272
24,0,Travel_Rarely,1206,Research & Development,17,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,No,15,3,2,2,5,6,3,4,2,3,2,0,0,0.055,Low Risk,Stayed,Predicted Stay,-0.023308928628966896,0.01451331349787324,-0.008149366893142086,-0.009194347187744825,-0.007346295053544054,-0.004049137791737394,-0.012200420336967,0.001992891479778791,0.003407967265973184,-0.010563612990681577
28,0,Travel_Rarely,995,Research & Development,9,3,Medical,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,No,18,3,2,1,6,2,3,2,2,2,2,0,0,0.14,Low Risk,Stayed,Predicted Stay,-0.04326166828559962,0.025851271743076724,0.022900232447341295,-0.023436109230115108,-0.010245842193621684,0.010025984709141084,0.02594556109839914,0.0066331512592137185,0.0005874675936274798,-0.006020660133219735
39,0,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0,0,0,0.09,Low Risk,Stayed,Predicted Stay,-0.019887319645977185,-0.013326010066980415,-0.012015214559933157,0.010227323241933846,0.016149545428870624,-0.012898373060368158,0.008160102833933251,0.0032625577845556107,0.005337382865732252,-0.013677222191122383
37,0,Non-Travel,1040,Research & Development,2,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,1,17,2,4,1,0,0,0,0,0,0.115,Low Risk,Stayed,Predicted Stay,-0.019064307473436203,-0.011362952840049729,-0.011169980733766351,-0.012775993929471952,0.02836901641024724,0.02376897665954175,0.007867337178449816,-0.006972236734786748,-0.011358954476228575,-0.012101953460446567
41,0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7,0,0,0.05,Low Risk,Stayed,Predicted Stay,-0.02177776348167072,-0.015409074851877449,-0.020415963357640975,-0.015092703883956346,-0.006711430377326906,-0.0014099278289745598,0.003895763002710737,-0.01597509933043739,-0.001822696607891885,-0.009075842398963231
25,0,Travel_Rarely,882,Research & Development,19,1,Medical,4,Male,67,3,1,Laboratory Technician,4,Married,3669,9075,3,No,11,3,3,3,7,6,2,3,2,1,2,0,0,0.165,Low Risk,Stayed,Predicted Stay,-0.030649123250568663,0.02325979802575148,0.0015857991093344026,-0.010078851034086256,-0.007164433584860035,-0.0042134505723515755,-0.005561807350707113,0.009221695655896837,0.008901136354736536,-0.011555553813395817
26,0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,0,0,0.055,Low Risk,Stayed,Predicted Stay,-0.029167279989014788,0.013800126268661188,-0.010007121228009055,-0.014972077978516154,-0.006794857506988592,-0.01045615259215765,-0.014498989901767345,0.0013013420811830655,-0.014121241046068463,0.012078147643705961
21,1,Travel_Rarely,1427,Research & Development,18,1,Other,4,Female,65,3,1,Research Scientist,4,Single,2693,8870,1,No,19,3,1,0,1,3,2,1,0,0,0,1,0,0.35,Low Risk,Left,Predicted Stay,-0.03783772173313537,0.06189099975462113,0.02582578005767118,0.02443240333090216,0.046476968530073465,0.04134968685240437,0.0007680814101178157,0.057503666712557334,0.012575747504004652,-0.011240440737169592
26,0,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,2061,11133,1,No,21,4,1,0,1,5,3,1,0,0,0,0,0,0.365,Low Risk,Stayed,Predicted Stay,-0.03904685046710256,0.05691643055664372,0.05442691760282514,0.017522053986547236,0.05134620609989724,0.05247505301180695,0.0025837355937619578,0.047365918472999056,-0.01999823769783916,0.023868875110472344
53,1,Travel_Rarely,607,Research & Development,2,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,10169,14618,0,No,16,3,2,1,34,4,3,33,7,1,9,1,0,0.025,Low Risk,Left,Predicted Stay,-0.012666782222836445,-0.005700424519586704,-0.007466050376565363,-0.010670990363710189,-0.014942684640013795,-0.0015190081215223472,-0.009867087585444096,-0.013984820328621481,-0.00953120316914692,-0.00838630650659752
22,0,Travel_Rarely,534,Research & Development,15,3,Medical,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,No,15,3,3,0,1,5,3,0,0,0,0,0,1,0.56,Medium Risk,Stayed,Predicted Leave,-0.03960142944094798,0.07355133592904366,0.03557600501683964,0.027217370276200654,0.06559020335477043,0.07327559245125485,0.003690864052930465,0.08918799139048134,0.011820662143959453,0.000304584638633969
29,0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,No,24,4,3,1,10,3,3,10,7,0,7,0,0,0.03,Low Risk,Stayed,Predicted Stay,-0.032256652138780734,0.0053405573845657275,0.0026111002616380575,-0.018374776405930788,-0.01090399350503958,-0.006977752499556118,-0.009372435062718978,-0.0020840998822700386,0.007784507623418904,-0.006832404465210402
35,0,Travel_Rarely,185,Research & Development,23,4,Medical,2,Male,91,1,1,Laboratory Technician,3,Married,2705,9696,0,No,16,3,2,1,6,2,4,5,4,0,3,0,0,0.13,Low Risk,Stayed,Predicted Stay,-0.03189388525745926,-0.005798952038690004,0.009448129314484958,-0.01951086945816769,-0.0092334289008636,-0.009053304452038446,-0.02339686343677613,0.0070285156351542356,0.01748155312925974,-0.002633374800052479
34,0,Travel_Rarely,470,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,No,13,3,2,1,13,3,3,11,9,5,9,0,0,0.02,Low Risk,Stayed,Predicted Stay,-0.015802684047685034,-0.00584516602284566,-0.012129505813579727,-0.01925436699238844,-0.011801989561938626,-0.009810470800853182,0.014308044828169386,-0.007365090205289562,-0.011247169965126886,-0.00923077383771897
25,0,Travel_Rarely,583,Sales,4,1,Marketing,3,Male,87,2,2,Sales Executive,1,Married,4256,18154,1,No,12,3,1,0,5,1,4,5,2,0,3,0,0,0.105,Low Risk,Stayed,Predicted Stay,-0.026200481492837754,0.01274456712544179,-0.012429855697225775,0.016739969325722085,-0.007907858855310224,-0.014110016210515823,-0.01319641235117615,0.0007435317388694785,-0.010068308073059598,-0.005152833608365199
58,1,Travel_Rarely,289,Research & Development,2,3,Technical Degree,4,Male,51,3,1,Research Scientist,3,Single,2479,26227,4,No,24,4,1,0,7,4,3,1,0,0,0,1,0,0.22,Low Risk,Left,Predicted Stay,-0.032326026283458306,-0.033528466167807094,0.024573123077447575,0.01915550583207505,0.024668348385277455,0.017170406483737678,0.0027572853809761,0.004201201373202821,-0.010812608802432351,-0.010900873037617203
32,0,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,Male,80,4,1,Research Scientist,2,Divorced,3298,15053,0,Yes,12,3,4,2,7,5,2,6,2,0,5,0,0,0.175,Low Risk,Stayed,Predicted Stay,0.06084357140696284,0.01178635459630641,0.013758387654640956,-0.03014218075122926,-0.007427487320846922,-0.0030050649289773902,-0.02554844353236831,0.0064551047027134704,-0.008611486275810876,0.02202843073519716
35,0,Travel_Rarely,809,Research & Development,16,3,Medical,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,0,No,13,3,3,1,6,5,3,5,4,0,3,0,0,0.125,Low Risk,Stayed,Predicted Stay,-0.04115422259015759,-0.00805702022188143,0.02619216588404015,-0.00957853180711254,-0.010794018740739375,-0.008079296521307242,-0.026984522108723468,0.007190268895094505,0.015400658421888237,0.020009237059082353
42,0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,No,13,3,4,1,10,3,2,9,8,7,8,0,0,0.05,Low Risk,Stayed,Predicted Stay,-0.028143643708385752,-0.011559334524856696,-0.009810230887167109,-0.014720929047416575,-0.01003810429537225,-0.0075359163447865285,-0.008432022017227609,0.0010309109351828737,0.020841884835508608,-0.0024387373431136437
32,1,Travel_Rarely,515,Research & Development,1,3,Life Sciences,4,Male,62,2,1,Laboratory Technician,3,Single,3730,9571,0,Yes,14,3,4,0,4,2,1,3,2,1,2,1,0,0.28,Low Risk,Left,Predicted Stay,0.06601265872716794,0.0184723034781382,0.015541857958537549,0.01438508485247894,-0.008879906143363314,-0.0007865113924276556,-0.04225658754344977,0.004246630822512998,-0.03334108783732745,-0.020992768772146064
37,1,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,No,15,3,1,0,15,2,1,1,0,0,0,1,0,0.35,Low Risk,Left,Predicted Stay,-0.01820283014556935,-0.014153416126223419,-0.01108670927013236,0.033645349969647215,0.031052011598460466,0.036075309062125596,0.021992785603692937,-0.011442725493238867,0.008362583574336214,0.036531744330145555
36,0,Travel_Rarely,928,Sales,1,2,Life Sciences,2,Male,56,3,2,Sales Executive,4,Married,6201,2823,1,Yes,14,3,4,1,18,1,2,18,14,4,11,0,0,0.105,Low Risk,Stayed,Predicted Stay,0.039378406913165236,-0.009341115328295473,-0.011859244247359584,-0.017611703356124053,-0.017745686086693694,-0.013069241268519818,-0.010175316236081927,-0.009500095598184544,-0.015859419865576,0.0015872150244877047
31,0,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,4,Male,48,1,2,Research Scientist,1,Married,5003,5771,1,No,21,4,2,0,10,6,3,10,8,8,7,0,0,0.145,Low Risk,Stayed,Predicted Stay,-0.01909746030790984,0.01417520563031303,-0.011359296558994173,0.024919204583397914,0.0010048449345686095,-0.003986073155192571,-0.01216758302939752,-0.0006545995348392352,-0.017331581959497272,-0.01342433626374941
